Faina,5.476E-07,9.712E-08,-9.712E-08,8.413E-03,1.160E-04,-1.160E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Gudrun,5.291E-07,7.703E-08,-7.703E-08,9.610E-03,2.916E-04,-2.916E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Johanna,5.157E-07,2.261E-07,-2.261E-07,9.105E-03,3.081E-04,-3.081E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Elpis,5.023E-07,8.372E-08,-8.372E-08,1.283E-02,5.096E-04,-5.096E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Princetonia,5.007E-07,1.088E-07,-1.088E-07,1.095E-02,2.665E-04,-2.665E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Prokne,4.488E-07,4.856E-08,-4.856E-08,1.335E-02,5.425E-04,-5.425E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Tercidina,4.488E-07,1.976E-07,-1.976E-07,7.744E-03,2.062E-04,-2.062E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Antigone,4.437E-07,1.490E-07,-1.490E-07,9.363E-03,3.065E-04,-3.065E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Astraea,4.421E-07,7.368E-08,-7.368E-08,8.891E-03,2.767E-04,-2.767E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Athamantis,3.851E-07,1.842E-07,-1.842E-07,9.251E-03,1.568E-04,-1.568E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,Vernazza2021 10.1051/0004-6361/202141781 https://www.aanda.org/articles/aa/abs/2021/10/aa41781-21/aa41781-21.html ,,,,,
Thalia,3.282E-07,1.507E-08,-1.507E-08,8.373E-03,2.532E-04,-2.532E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Aquitania,3.182E-07,1.072E-07,-1.072E-07,8.115E-03,1.748E-04,-1.748E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
Nausikaa,2.997E-07,7.033E-08,-7.033E-08,7.070E-03,2.195E-04,-2.195E-04,Asteroid,Carry2012 10.1016/j.pss.2012.03.009 https://www.sciencedirect.com/science/article/pii/S0032063312000773 ,,,,,,
